benchmark,lru_miss_rate_percent,hawkeye_miss_rate_percent,miss_rate_reduction_percent
456.hmmer-191B,25.944471615063392,25.218304056824895,2.79892984144215
429.mcf-22B,64.81861435691854,72.15633294216485,-11.320387913326476
473.astar-42B,19.633306591790348,19.326888442542383,1.5607057721804873
